keyword,sentances,translation
Felicity,"On the sweet face of this brave mother, once so severely tried, the expression of profound [Felicity] was depicted.","Ing pasuryan manis saka ibu sing wani iki, sapisan nyoba banget, ekspresi saka [Felicity] jero digambarake."
Idyllic,"Despite the confinement, those early years were often [Idyllic].","Sanajan dikurung, taun-taun awal kasebut asring [Idyllic]."
Idyllic,"But then, just when we feared that the Cox we suspected we knew was about to get too schmaltzy, too [Idyllic], she adds a caveat.","Nanging banjur, mung nalika kita wedi yen Cox sing kita curiga kita ngerti bakal dadi schmaltzy banget [Idyllic], dheweke nambahake guwa."
Idyllic,"Where the love stories are romantic but real, [Idyllic] yet flawed.","Where crita katresnan romantis nanging nyata, [Idyllic] durung cacat."
Idyllic,"For starters, the [Idyllic] town near the Jersey Shore already has a Walmart.","Kanggo wiwitan, kutha [Idyllic] cedhak Jersey Shore wis duwe Walmart."
Idyllic,"On one side: concerned, alert residents who wish to keep their [Idyllic] Oregon communities safe.","Ing sisih siji: prihatin, waspada warga sing pengin njaga komunitas Oregon [Idyllic] aman."
Idyllic,"There a hearty welcome from his relations awaited him, and all the [Idyllic] enjoyments of the country.","Ana sambutan sing apik saka hubungane karo dheweke, lan kabeh kanikmatan [Idyllic] negara."
Idyllic,"Then, as though grown weary of the [Idyllic] romance she was composing, Fortune donned the tragic robes of Nemesis.","Banjur, kaya bosen karo romansa [Idyllic] sing dikarang, Fortune nganggo jubah tragis Nemesis."
Idyllic,His projected trip around the world lost its charm in the light of this [Idyllic] dream.,Perjalanan sing digambarake ing saindenging jagad ilang pesona amarga impen [Idyllic] iki.
Idyllic,"We may wish that he had left us a chapter of that [Idyllic] journey, but it will never be written now.","Kita bisa uga pengin dheweke wis ninggalake kita bab lelampahan [Idyllic] sing, nanging ora bakal ditulis saiki."
Idyllic,"In fact, her description of their life in the pretty chateau they have rented outside of Paris is quite [Idyllic].","Nyatane, deskripsi dheweke babagan urip ing chateau sing apik sing disewa ing njaba Paris cukup [Idyllic]."
Incandescent,"To that end, the budget postpones federal phase-out of [Incandescent] electric bulbs.","Kanggo tujuan kasebut, anggaran nundha bolam listrik [Pijar] federal."
Incandescent,"His bright idea turned out to be the [Incandescent] light bulb, which he invented in 1880.","Ide sing padhang kasebut yaiku bola lampu [Pijar], sing diciptakake ing taun 1880."
Incandescent,"The lighting industry has rolled out a series of new products—LEDs, CFLs, new [Incandescent] bulbs—that comply with the standard.","Industri cahya wis ngetokake seri produk anyar-LED, CFL, bohlam [Pijar] anyar-sing tundhuk karo standar."
Incandescent,U.S. policy since 2007 has been to phase out [Incandescent] light bulbs.,Kabijakan AS wiwit 2007 wis ngilangi bolam lampu [Pijar].
Incandescent,They last far longer than [Incandescent] bulbs and save enormous amounts of energy.,Padha tahan luwih dawa tinimbang bolam [Pijar] lan ngirit energi sing akeh banget.
Incandescent,"Its a fine large word, and is in my line; it has quite a learned and cerebrospinal [Incandescent] sound.","Sawijining tembung gedhe nggoleki, lan ing baris sandi; wis cukup sinau lan cerebrospinal [Pijar] swara."
Incandescent,"The yacht is lighted throughout by electricity, there being over 200 [Incandescent] lamps.","Yacht iki dipadhangi dening listrik, ana luwih saka 200 lampu [Pijar]."
Incandescent,"On the inside of the spool, or towel support, an ordinary [Incandescent] electric globe was placed.","Ing njero spool, utawa dhukungan andhuk, globe listrik [Pijar] biasa diselehake."
Incandescent,Pieces of platinum that will serve very nicely for the purpose may be obtained from an old [Incandescent] lamp.,Potongan platinum sing bisa digunakake kanthi apik kanggo tujuan kasebut bisa dipikolehi saka lampu [Pijar] lawas.
Incandescent,The experiments and endeavors that brought this result constitute the story of the [Incandescent] lamp.,Eksperimen lan usaha sing nggawa asil iki minangka crita lampu [Pijar].
Incendiary,"The Wolf of Wall Street is a dangerous, [Incendiary] work of art.","Wolf of Wall Street minangka karya seni sing mbebayani, [Incendiary]."
Incendiary,And social media in general has been blamed for making an [Incendiary] situation in the Middle East even more tense.,Lan media sosial umume disalahake amarga nggawe kahanan [Incendiary] ing Timur Tengah luwih tegang.
Incendiary,"Even more [Incendiary], Barry asserts the FBI was actually trying to kill him.","Malah luwih [Incendiary], Barry negesake yen FBI bener-bener nyoba mateni dheweke."
Incendiary,Does Israel offer up any facts to fortify his [Incendiary] charge?,Apa Israel menehi bukti kanggo nguatake tuduhan [Incendiary]?
Incendiary,"Anwar looks and sounds like an accountant as he addresses a question no more [Incendiary] than monetary debt, with charts included.","Anwar katon lan muni kaya akuntan nalika alamat pitakonan ora luwih [Incendiary] saka utang moneter, karo denah klebu."
Incendiary,The Roman capitol fired during the night by an [Incendiary] and consumed.,Ibukutha Romawi murub ing wayah wengi kanthi [Incendiary] lan dikonsumsi.
Incendiary,"Sentiments were offered and speeches made, which in other days would have been called [Incendiary].","Sentimen ditawakake lan pidato digawe, sing ing dina liyane bakal diarani [Incendiary]."
Incendiary,The [Incendiary] wagons were filled with the firebrands stamped 1912.,Gerbong [Incendiary] diisi karo merek geni sing dicap 1912.
Incendiary,On the night of May 24 the city became a scene of [Incendiary] rage.,Ing wayah wengi tanggal 24 Mei kutha kasebut dadi adegan nesu [Incendiary].
Incendiary,"The range was obtained by the aviators, and then [Incendiary] bombs were fired.","Jangkoan kasebut dipikolehi dening para aviator, banjur bom [Incendiary] dipecat."
Ineffable,It was something [Ineffable] and harder to define: freedom of speech.,Iku soko [Ineffable] lan harder kanggo nemtokake: kamardikan saka wicara.
Ineffable,"And on that score, on that [Ineffable] quality called charisma, Walker may face his biggest challenges.","Lan ing skor kasebut, kanthi kualitas [Ineffable] sing diarani karisma, Walker bisa ngadhepi tantangan paling gedhe."
Ineffable,Consider this latest [Ineffable] outrage making the rounds on conservative websites.,Coba nesu [Ineffable] paling anyar iki sing nggawe babak ing situs web konservatif.
Ineffable,"Sometimes there's a thing in the air, an [Ineffable] thing, that just makes it all work.","Kadhangkala ana barang sing ana ing udhara, sing [Ineffable], sing nggawe kabeh bisa."
Ineffable,"They need God to feel immanent, nearly material like a Greek deity, while we need God to be thought [Ineffable] and mysterious.","Dheweke butuh Gusti Allah supaya rumangsa imanen, meh kaya dewa Yunani, dene kita butuh Gusti Allah sing bisa dipikirake [Ineffable] lan misterius."
Ineffable,"The young man's face suddenly changed, and assumed an expression of [Ineffable] gentleness.","Pasuryane nom-noman mau dumadakan malih, lan nganggep ekspresine [Ineffable]."
Ineffable,"A strange spell came over the gazer, a spell of tender awe and [Ineffable] peace.","A mantra aneh teka liwat gazer, mantra tender kagum lan [Ineffable] tentrem."
Ineffable,"But the teacher does not go beyond this, and descant upon the opposite conditions, and promise joys [Ineffable] and full of glory.","Nanging guru ora ngluwihi iki, lan descant marang kahanan ngelawan, lan janji joys [Ineffable] lan kebak kamulyan."
Ineffable,"She chatted as usual in very good spirits, and just before he went she told him the report with a smile of [Ineffable] scorn.","Dheweke ngobrol kaya biasane kanthi semangat sing apik banget, lan sadurunge dheweke lunga, dheweke ngandhani laporan kasebut kanthi eseman [Ineffable]."
Ineffable,Balaustion—wild pomegranate flower—has in her something of the Greek; but she has also an [Ineffable] touch of our modern time.,Balaustion-kembang pomegranate alam bébas-wis ing dheweke soko saka Yunani; nanging dheweke uga duwe sentuhan [Ineffable] ing jaman modern kita.
Infatuation,The German [Infatuation] with Atatürk and Turkey waned after the Beerhall Putsch.,[Infatuation] Jerman karo Atatürk lan Turki suda sawisé Beerhall Putsch.
Infatuation,"Her love of learning was clearly as intense as her love for any man or woman, and it was this [Infatuation] that dominated her life.","Katresnan dheweke kanggo sinau cetha banget kaya dheweke tresna marang wong lanang utawa wadon, lan iki [Infatuation] sing nguwasani uripe."
Infatuation,"Many view it as a man drawn to his doom by his [Infatuation] for a younger woman, and youth in general.","Akeh sing nganggep minangka wong sing ditarik menyang siksa dening [Infatuation] kanggo wanita sing luwih enom, lan para pemuda umume."
Infatuation,"Sure, they share certain characteristics: the adult themes, the [Infatuation] with antiheroes, the cinematic art direction.","Mesthi, padha duwe ciri tartamtu: tema diwasa, [Infatuation] karo antihero, arah seni sinematik."
Infatuation,"The 1970s were an open revolt against the idea of the dutiful pair bond, in favor of a life of perpetual [Infatuation].","Taun 1970-an minangka pambrontakan terbuka nglawan gagasan babagan ikatan pasangan sing wajib, kanggo urip sing langgeng [Infatuation]."
Infatuation,"Elizabeth, meanwhile, was filled with alarms respecting her daughter's unhappy [Infatuation].","Elizabeth, Kangge, iki kapenuhan weker ngurmati putriné ora seneng [Infatuation]."
Infatuation,He had at once plunged74 himself in difficulties with his barons by his [Infatuation] for Piers de Gaveston.,Dheweke langsung nyemplungake awake dhewe ing kesulitan karo baron dening [Infatuation] kanggo Piers de Gaveston.
Infatuation,"When one considers a phenomenon of such range and intensity, it does not suffice to employ words like [Infatuation], fashion, mania.","Nalika siji nganggep fenomena saka sawetara lan kakiyatan kuwi, iku ora cukup kanggo nggunakake tembung kaya [Infatuation], fashion, mania."
Infatuation,"There were others of the same [Infatuation], whom, because they are Roman citizens, I have noted down to be sent to the city (Rome).","Ana wong liya sing padha [Infatuation], sing, amarga padha warga Romawi, aku wis nyathet supaya dikirim menyang kutha (Roma)."
Infatuation,This [Infatuation] is the more extraordinary because few of the adventurers knew to what place they were going.,Iki [Infatuation] luwih luar biasa amarga sawetara petualang sing ngerti menyang papan sing dituju.
Lagoon,No one knows exactly why 29-year-old Iranian costume design student Mahtab Savoji turned up dead in the Venice [Lagoon] last week.,"Ora ana sing ngerti persis kenapa mahasiswa desain kostum Iran, Mahtab Savoji, 29 taun, mati ing Venice [Lagoon] minggu kepungkur."
Lagoon,"Iranian Found In Venice [Lagoon], Alleged Victim Of Botched Sex Game","Iran Ditemokake Ing Venesia [Lagoon], Dituduhake Korban Game Seks Botched"
Lagoon,I wind up driving into a [Lagoon] of some kind and presumably drowning.,Aku nyopir menyang [Lagoon] saka sawetara jinis lan bisa uga tenggelam.
Lagoon,A one-legged torso wearing only a stiletto-heeled boot was found floating in a Venice [Lagoon].,Sawijining awak sikil siji sing mung nganggo boot stiletto-heeled ditemokake ngambang ing Venice [Lagoon].
Lagoon,Headless Torso Found in Venice [Lagoon],Torso Tanpa Kepala Ditemokake ing Venesia [Lagoon]
Lagoon,She was the Brooke Shields we fell in love with in Blue [Lagoon]—but of age.,Dheweke dadi Brooke Shields sing kita tresnani ing Blue [Lagoon] - nanging umure.
Lagoon,"He called out something about his fish, and soon after passed out of sight into the [Lagoon].","Dheweke nyebutake babagan iwak, lan ora suwe banjur ora katon menyang [Lagoon]."
Lagoon,"""It's across the [Lagoon],"" Dr. Silence cried, but this time in full tones that paid no tribute to caution.","""Iku tengen [Lagoon],"" Dr. Silence sesambat, nanging wektu iki ing nada lengkap sing mbayar pajeg kanggo ati-ati."
Lagoon,"And an answering cry sounded across the [Lagoon]—thin, wailing, piteous.","Lan tangisan wangsulan keprungu ing [Lagoon] - tipis, nangis, piteous."
Lagoon,"She looked long away from me across the [Lagoon] and at last sighed, like one who has drunk deeply, and turned to me.","Dheweke katon adoh saka aku ngliwati [Lagoon] lan pungkasane ngempet, kaya wong sing wis mendem banget, lan noleh marang aku."
Lagoon,"Making our way in the direction pointed out, we saw before us a creek falling into the [Lagoon].","Mlaku-mlaku ing arah sing ditunjuk, kita weruh ana kali sing tiba ing [Lagoon]."
Lithe,Yet there were no pictures of Harry in his swimming trunks being kissed by [Lithe] beauties on Ipanema Beach this week.,Nanging ora ana gambar Harry ing celana renang sing dicium dening para ayu [Lithe] ing Pantai Ipanema minggu iki.
Lithe,"He wanted to be [Lithe] and smooth and lightly airborne, working on his break dancing until he could make himself appear to flow.","Dheweke kepengin dadi [Lithe] lan lancar lan entheng udhara, nggarap tarian istirahat nganti bisa nggawe awake katon mili."
Lithe,"Who was that [Lithe], bendable gymnast setting alight the Olympic flame?","Sapa sing [Lithe], tukang senam sing bisa ditekuk ing geni Olimpiade?"
Lithe,"The fact is that Putin has never publically acknowledged his rumored relationship with the [Lithe], bendable Kabaeva.",Kasunyatane yaiku Putin ora nate ngakoni sacara umum hubungane karo Kabaeva sing dikabarake karo [Lithe].
Lithe,"The Fishermen, like thieves, shake out their silver,/ the [Lithe] knives wriggle on the drying sand.","Para Nelayan, kaya maling, goyangake salakane, / lading [Lithe] goyang-goyang ing pasir garing."
Lithe,"Of course the [Lithe] and active Susy escaped him, and also escaped being too late by only half a minute.","Mesthi wae [Lithe] lan Susy sing aktif lolos, lan uga bisa lolos mung setengah menit."
Lithe,"Along the corridor he went with a [Lithe], silent step, moving from the hips and swinging his shoulders.","Sadawane koridor dheweke lunga kanthi [Lithe], langkah meneng, obah saka pinggul lan ngayunake pundhake."
Lithe,"Clip, by a quick movement of his [Lithe] body, caught the man's wrist and held the weapon back.","Klip, kanthi gerakan cepet awak [Lithe], nyekel bangkekan wong lanang lan nyekel senjata kasebut."
Lithe,"Peter, as [Lithe] as a cat, was on his feet again almost at once, with a torn collar and an ugly mark on his face.","Peter, minangka [Lithe] minangka kucing, ing sikil maneh meh bebarengan, karo iker-iker rasukan ambruk lan tandha ala ing pasuryan."
Lithe,"The animals are quite as large as ordinary horses, are [Lithe], active, and literally unhurtable.","Kéwan-kéwané cukup gedhé kaya jaran biasa, [Lithe], aktif, lan ora kena cilaka."
Love,What happened to true [Love] knows no boundaries and all that?,Apa kedaden kanggo bener [Cinta] ora ngerti wates lan kabeh?
Love,"“I [Love] my job and I [Love] my city and I am committed to the work here,” he said in a statement.","""Aku [Tresna] pakaryanku lan aku [Tresna] kuthaku lan aku setya kerja ing kene,"" ujare ing pratelan."
Love,"And we have a lot of great guests this season: Greta Gerwig, Natasha Lyonne, Olivia Wilde, Steve Buscemi is back—I [Love] that guy.","Lan kita duwe akeh tamu gedhe mangsa iki: Greta Gerwig, Natasha Lyonne, Olivia Wilde, Steve Buscemi bali-Aku [Tresna] wong."
Love,"You just travel light with carry-on luggage, go to cities that you [Love], and get to hang out with all your friends.","Sampeyan mung lelungan entheng karo gawan bagasi, menyang kutha-kutha sing sampeyan [Tresnani], lan nongkrong karo kabeh kanca-kanca."
Love,"Terrorism is bad news anywhere, but especially rough on Odessa, where the city motto seems to be “make [Love], not war.”","Terorisme minangka warta ala ing endi wae, nanging utamane kasar ing Odessa, ing ngendi motto kutha kasebut ""gawe [Cinta], dudu perang."""
Love,"In this case, I suspect, there was co-operant a strongly marked childish characteristic, the [Love] of producing an effect.","Ing kasus iki, aku curiga, ana co-operant karakteristik childish banget ditandhani, ing [Cinta] saka mrodhuksi efek."
Love,"The well-known ""cock and bull"" stories of small children are inspired by this [Love] of strong effect.","Crita-crita ""jago lan banteng"" sing kondhang babagan bocah cilik diilhami dening [Cinta] efek sing kuat."
Love,"Women generally consider consequences in [Love], seldom in resentment.","Wanita umume nganggep akibat ing [Cinta], arang banget nesu."
Love,"And as she hesitated between obedience to one and duty toward the other, her life, her [Love] and future was in the balance.","Lan nalika dheweke ragu-ragu antarane manut siji lan tugas marang liyane, uripe, dheweke [Tresna] lan masa depan ana ing imbangan."
Love,Nothing but an extreme [Love] of truth could have hindered me from concealing this part of my story.,Ora ana apa-apa kajaba [Cinta] bebener sing bisa ngalangi aku ora ndhelikake bagean critaku iki.
Lullaby,"But then that night, Dad played it back to me in bed, like a [Lullaby], my own recorded voice singing myself to sleep.","Nanging ing wayah wengi, Bapak muter maneh ing amben, kaya [Lullaby], swaraku sing direkam nyanyi dhewe nganti turu."
Lullaby,Washington loves a [Lullaby]—like the one about both sides deserving blame for the decline in bipartisanship.,Washington seneng [Lullaby] - kaya sing ana ing sisih loro sing kudu disalahake amarga nyuda bipartisan.
Lullaby,Gervais sings Elmo a “celebrity [Lullaby]” and even offers him a “celebrity cup of milk.”,"Gervais nembangake Elmo minangka ""selebriti [Lullaby]"" lan malah menehi dheweke ""cangkir susu selebriti."""
Lullaby,It was depressing to think of going to bed in such circumstances with the yelling of an Arctic storm for a [Lullaby].,Iku depressing kanggo mikir arep turu ing kahanan kuwi karo bengok-bengok saka badai Arktik kanggo [Lullaby].
Lullaby,"A child's preference for the mother's singing is, perhaps, a half reminiscence of the soft-low tones of the [Lullaby].","Preferensi bocah kanggo nembang ibune, bisa uga, setengah ngeling-eling nada sing lembut saka [Lullaby]."
Lullaby,"Twas a quiet sea, breaking, in crooning [Lullaby], upon the rocks below my bedroom window.","Twas segara sepi, bejat, ing crooning [Lullaby], ing rocks ngisor jendela kamarku."
Lullaby,"The night winds sing her [Lullaby], and little children hear the music of her voice and look into her answering eyes.","Angin wengi nyanyi dheweke [Lullaby], lan bocah-bocah cilik krungu musik swarane lan ndeleng mripate sing mangsuli."
Lullaby,"She gave the gun to Polly, and told her to walk up and down the porch with it and sing a [Lullaby].","Dheweke menehi bedhil kanggo Polly, lan marang dheweke kanggo lumaku munggah lan mudhun emper karo lan sing a [Lullaby]."
Luminescence,"Tim said to me, “What if someone took a picture on their iPad and then used this method to turn iPad [Luminescence] into oil paint?”","Tim kandha marang aku, ""Apa yen ana wong sing njupuk gambar ing iPad banjur nggunakake cara iki kanggo ngowahi iPad [Luminescence] dadi cat minyak?"""
Luminescence,"And, ironically, in the darkness, he sees the [Luminescence] of the jungle around him.","Lan, ironis, ing pepeteng, dheweke ndeleng [Luminescence] alas ing saubengé."
Luminescence,"It glowed in the room with a pearly [Luminescence], and she saw the man's eyes turning to it, drawn as if by magic.","Iku cemlorot ing kamar karo mutiara [Luminescence], lan dheweke weruh mripate wong kang nguripake kanggo iku, digambar kaya sihir."
Luminescence,The [Luminescence] died; there was no longer light enough to penetrate to his helmet's darkened goggles.,[Luminescence] seda; ora ana cahya maneh sing bisa nembus kaca tingal helm sing peteng.
Luminescence,"His left hand fell upon Assha's shoulder, turning the man half around as Ross, too, stepped upon the patch of [Luminescence].","Tangane kiwa tiba ing pundhake Assha, ngowahi wong kasebut setengah nalika Ross, uga, mlaku ing tembelan [Luminescence]."
Luminescence,"Then, swiftly as it had come, it was gone, and only a small globe of white [Luminescence] floated above the great hulking machine.","Banjur, kanthi cepet kaya wis teka, iku ilang, lan mung globe cilik putih [Luminescence] ngambang ing ndhuwur mesin hulking gedhe."
Luminescence,"Hungrily the Earth man stared at his distant flash pistols, plainly visible in the [Luminescence] of their fungus bedding.","Wong Bumi kanthi luwe ndeleng pistol kilat sing adoh, katon jelas ing [Luminescence] sprei jamur."
Lyrical,"From a [Lyrical] standpoint, there are precious few that can catch Kendrick.","Saka sudut [Lyrical], ana sawetara larang regane sing bisa nyekel Kendrick."
Lyrical,I promised never again to wax [Lyrical] about the fries in gravy.,Aku janji ora bakal maneh lilin [Lirik] babagan goreng ing saus.
Lyrical,"He loved simplicity in his musical arrangements, which allowed his [Lyrical] message and melodies to shine through.","Panjenenganipun tresna gamblang ing aransemen musik, kang ngidini [Lyrical] pesen lan melodi kanggo kawentar liwat."
Lyrical,The [Lyrical] declamation has inspired luminaries ranging from Kurt Vonnegut to Robert Frost.,Deklamasi [Lyrical] wis inspirasi luminaries wiwit saka Kurt Vonnegut kanggo Robert Frost.
Lyrical,This dad read it as the latter and wrote his own [Lyrical] rebuttal to the tune.,Bapak iki maca minangka sing terakhir lan nulis dhewe [Lyrical] rebuttal kanggo tune.
Lyrical,"True hymns are sacred lyrics, and a lyric to be [Lyrical] and heart appealing, must be inevitable.","Hymns sejati iku lirik suci, lan lirik sing dadi [Lirik] lan narik ati, mesthine ora bisa dihindari."
Lyrical,"But what of the love, however expressed, in the [Lyrical] invocation to the brown liqueur?","Nanging apa katresnan, nanging ditulis, ing [Lyrical] invocation kanggo liqueur coklat?"
Lyrical,Who shall sing in [Lyrical] language the exhilaration of such splendid men's work?,Sapa sing bakal nyanyi nganggo basa [lirik] kesenengan karya wong sing apik banget?
Lyrical,"Still, Andronicus was the first to substitute the Greek drama for the old [Lyrical] stage poetry.","Nanging, Andronicus minangka sing pisanan ngganti drama Yunani kanggo puisi panggung [Lirik] lawas."
Lyrical,"In [Lyrical] poetry, the Romans can boast of one of the greatest masters of any age or nation.","Ing puisi [Lyrical], wong Romawi bisa gumunggung salah sawijining master paling gedhe ing umur utawa bangsa."
Melancholy,"I found their [Melancholy] inviting and I appreciated their contemplative, lonely world.",Aku nemokake dheweke [Melancholy] ngundang lan aku ngormati jagad sing kontemplatif lan sepi.
Melancholy,"In the first chapter, rebellious Holly Sykes runs away from home and headlong into the [Melancholy] perils of first love.","Ing bab pisanan, mbrontak Holly Sykes mlayu saka ngarep lan headlong menyang [Melancholy] perils saka katresnan pisanan."
Melancholy,"""Ah, that trip with Lance,"" he said, then glanced down, with those [Melancholy] eyes.","""Ah, lelungan karo Lance,"" ujare, banjur nglirik, kanthi mripat [Melankolis]."
Melancholy,The slurring of relationships and transactions has effects ranging from the gruesome to the [Melancholy].,Ing slurring sesambetan lan transaksi wis efek kiro-kiro saka gruesome kanggo [Melancholy].
Melancholy,"Young and gracious faces, somewhat remote and proud, but with a [Melancholy] and sweet kindness.","Pasuryan enom lan grapyak, rada adoh lan bangga, nanging kanthi kebecikan [Melankolis] lan manis."
Melancholy,"But, when the car came thundering down, it was crammed to the step; with a [Melancholy] gesture, the driver declined her signal.","Nanging, nalika mobil teka thundered mudhun, iku crammed kanggo langkah; karo patrap [Melankolis], sopir nolak sinyal dheweke."
Melancholy,"At the same time he is appreciative and very amusing, and one has no chance to indulge in [Melancholy] with him.","Ing wektu sing padha, dheweke ngapresiasi lan nyenengake banget, lan ora ana kesempatan kanggo nyenengi [Melancholy] karo dheweke."
Melancholy,"Quaint old Burton in his ""Anatomy of [Melancholy],"" recognizes the virtues of the plant while he anathematizes its abuse.","Burton lawas sing aneh ing ""Anatomi [Melankolis],"" ngakoni kabecikan tanduran kasebut nalika dheweke anathematizes penyalahgunaan."
Melancholy,There is among women always a [Melancholy] satisfaction in seeing the very last of the beloved object.,Ana ing antarane wanita tansah kepuasan [Melancholy] ing ndeleng pungkasan banget saka obyek kinasih.
Melancholy,There is nothing like it among us at the present day except within the [Melancholy] precincts of the penitentiary.,"Ora ana sing kaya ngono ing antarane kita ing jaman saiki, kajaba ing wilayah [Melankolis] penjara."
Mellifluous,"In or out of uniform his motion is languid, his voice relaxed and [Mellifluous], his movements deliberate, confident.","Ing utawa metu saka seragam gerakane languid, swarane santai lan [Mellifluous], gerakane disengaja, yakin."
Mellifluous,"And Costas is, after all, a guy who is famous for his [Mellifluous] commentary on balls and strikes, touchdowns and field goals.","Lan Costas, sawise kabeh, wong sing misuwur kanthi komentar [Mellifluous] babagan bal lan serangan, touchdown lan gol lapangan."
Mellifluous,By the time she had taken in so much as this the [Mellifluous] young man had perceived and addressed himself to her brother.,Ing wektu dheweke wis njupuk ing dadi luwih kaya iki [Mellifluous] wong enom wis perceived lan ono piyambak kanggo adhine.
Mellifluous,And the banks of those rivers resounded with the [Mellifluous] strains of the male Kokilas and the notes of peacocks and cranes.,Lan pinggir-pinggir kali iku gumuruh karo [Mellifluous] galur Kokilas lanang lan cathetan saka manuk merak lan crane.
Mellifluous,"One is not surprised at their being addressed by such [Mellifluous] epithets as Cushla machree, asthore, mavourneen!","Siji ora kaget nalika ditangani dening epithets [Mellifluous] kayata Cushla machree, asthore, mavourneen!"
Mellifluous,"No, no; change churlish dreams and braving trumpets to [Mellifluous] flutes.","Ora, ora; ngganti impen churlish lan slompret braving kanggo [Mellifluous] suling."
Mellifluous,"Though she had spoken quite sharply at the telephone, her voice was [Mellifluous] when she attuned it to Gabriella.","Sanadyan dheweke wis ngandika cukup cetha ing telpon, dheweke swara [Mellifluous] nalika dheweke attuned kanggo Gabriella."
Miraculous,But a funny thing happened on the way to the funeral: a [Miraculous] resurrection!,Nanging ana kedadeyan sing lucu ing dalan menyang panguburan: kebangkitan [Ajaib]!
Miraculous,"A volunteer I spoke to at length, Julia Cohen, explained to me that the [Miraculous] power of Amma is her intuitiveness.","Relawan sing dakkandhakake kanthi dawa, Julia Cohen, nerangake manawa kekuwatan [Ajaib] Amma minangka intuisi dheweke."
Miraculous,The [Miraculous] brand of Billy-the-Fish football is almost over and the butch giants are back.,Merek [Ajaib] bal-balan Billy-the-Fish meh rampung lan raksasa butch bali.
Miraculous,"While no one doubts that Diaz is healed, surviving brain aneurysms is not exactly [Miraculous].","Nalika ora ana sing mangu-mangu yen Diaz wis waras, aneurisma otak sing isih urip ora persis [Ajaib]."
Miraculous,Inside her [Miraculous] recovery and her fight against returning to Afghanistan.,Ing njero dheweke [Miraculous] pulih lan dheweke perang nglawan bali menyang Afghanistan.
Miraculous,"To Indians that appears a [Miraculous] thing, beyond what is either acquired or natural.","Kanggo wong India sing katon minangka [Ajaib], ngluwihi apa sing dipikolehi utawa alami."
Miraculous,"Hilda, once more and in a higher degree, realized the [Miraculous] human power to make experience out of nothing.","Hilda, sepisan maneh lan ing tingkat sing luwih dhuwur, nyadari kekuwatan manungsa [Ajaib] kanggo nggawe pengalaman saka apa-apa."
Miraculous,"The fact alleged, then, is [Miraculous] and important, and the evidence in proof of such a fact should be overwhelmingly strong.","Kasunyatan sing miturut omongane uwong iku [Ajaib] lan penting, lan bukti bukti kasunyatan kasebut kudu kuwat banget."
Miraculous,"Joan was calmer now, and her mother had put on some warmer, and less [Miraculous], garments.","Joan saiki luwih tenang, lan ibune wis nganggo sandhangan sing luwih anget, lan kurang [Ajaib]."
Miraculous,"Miss Anne went on to talk of Jean, a [Miraculous] infant of infinite graces and accomplishments.","Miss Anne banjur ngomong babagan Jean, bayi [Ajaib] sing tanpa wates lan prestasi."
Nefarious,"Sometimes politicians oppose reform for [Nefarious] reasons—to protect a special interest or a major donor, for example.","Kadhangkala politisi nentang reformasi amarga alasan [Nefarious]—kanggo nglindhungi kapentingan khusus utawa donor utama, contone."
Nefarious,"The Arabs offered the Nazis a haven, as well as a market for all their [Nefarious] dealings in arms and black market currency.","Wong Arab nawani Nazi minangka papan perlindungan, uga minangka pasar kanggo kabeh transaksi [Nefarious] ing senjata lan mata uang pasar gelap."
Nefarious,Rumors swirled that the McStays had gone into Mexico and were involved in [Nefarious] dealings with drug cartels.,Gosip swirled sing McStays wis musna menyang Meksiko lan padha melu [Nefarious] urusan karo cartels tamba.
Nefarious,"But Green-Wood is more famous for its [Nefarious] residents, those of the drug-peddling, political-swindling, hit-men variety.","Nanging Green-Wood luwih misuwur kanggo warga [Nefarious] sawijining, sing saka tamba-peddling, politik-swindling, macem-macem hit-man."
Nefarious,Greece claims they were looted from the Parthenon by a [Nefarious] British Indiana Jones character in the early 1800s.,Yunani ngaku padha dijarah saka Parthenon dening [Nefarious] karakter Indiana Jones Inggris ing awal 1800s.
Nefarious,"Some were even re-arrested for the same [Nefarious] purpose, and the daily papers published their names on each occasion.","Sawetara malah dicekel maneh kanggo tujuan [Nefarious] sing padha, lan koran saben dina nerbitake jenenge ing saben kesempatan."
Nefarious,"There, if his eyes did not deceive him, were evidences of mortar dislodged by [Nefarious] toes.","Ing kono, yen mripate ora ngapusi dheweke, ana bukti mortir sing dicopot dening driji sikil [Nefarious]."
Nefarious,"She was to join him a week later, after he had had time to spy out the land and make his [Nefarious] schemes for a mock marriage.","Dheweke bakal gabung karo dheweke seminggu sabanjure, sawise dheweke duwe wektu kanggo Spy tanah lan nggawe rencana [Nefarious] kanggo nikah mock."
Nefarious,"It wasn't built by Green, but by a former owner of the farm, who was in the same [Nefarious] business.","Iku ora dibangun dening Green, nanging dening mantan pemilik saka farm, sing ing padha [Nefarious] bisnis."
Nefarious,"This is, then, what Bond artifice effected in the absence of actual cause and in order to dissimulate its own [Nefarious] objects.","Iki, banjur, apa Bond artifice effected ing anané sabab nyata lan supaya dissimulate dhewe [Nefarious] obyek."
Nemesis,"He finally died in a drawn-out battle with his Irish mobster [Nemesis], John Morrissey.","Dheweke pungkasane tiwas ing perang sing ditarik karo mobster Irlandia [Nemesis], John Morrissey."
